X,Y,Z,Xr,Yr,Zr,DateTime,ID
-719,-121,344,15204,4900,-3908,2019-11-02 17:02:59.099820,jimmy
-739,-123,302,15276,4900,-3844,2019-11-02 17:02:59.128753,jimmy
-731,-129,288,15276,4888,-3856,2019-11-02 17:02:59.156948,jimmy
-752,-148,275,15256,4960,-4016,2019-11-02 17:02:59.185676,jimmy
-747,-120,308,15292,4992,-3948,2019-11-02 17:02:59.214510,jimmy
-762,-139,314,15188,4888,-3988,2019-11-02 17:02:59.243269,jimmy
-728,-111,348,15260,4888,-3984,2019-11-02 17:02:59.271068,jimmy
-731,-114,306,15324,4872,-4096,2019-11-02 17:02:59.298534,jimmy
-748,-140,333,15220,4888,-3908,2019-11-02 17:02:59.327134,jimmy
-726,-111,318,15504,4876,-4016,2019-11-02 17:02:59.356051,jimmy
-750,-121,277,15272,4872,-4008,2019-11-02 17:02:59.383060,jimmy
-739,-131,301,15556,4856,-3876,2019-11-02 17:02:59.410470,jimmy
-749,-116,276,15200,4904,-3836,2019-11-02 17:02:59.439441,jimmy
-740,-101,346,15336,4920,-3840,2019-11-02 17:02:59.470091,jimmy
-740,-140,315,15192,4928,-3980,2019-11-02 17:02:59.497442,jimmy
-732,-139,329,15300,4888,-3860,2019-11-02 17:02:59.524301,jimmy
-746,-103,311,15332,4960,-3836,2019-11-02 17:02:59.550308,jimmy
-738,-132,322,15208,4904,-3980,2019-11-02 17:02:59.578665,jimmy
-740,-100,310,15268,4992,-4064,2019-11-02 17:02:59.606057,jimmy
-743,-146,270,15216,4884,-4036,2019-11-02 17:02:59.634068,jimmy
-741,-109,291,15192,4824,-4000,2019-11-02 17:02:59.662176,jimmy
-736,-126,306,15288,4928,-4008,2019-11-02 17:02:59.688098,jimmy
-739,-115,339,15240,4916,-4092,2019-11-02 17:02:59.714872,jimmy
-758,-120,344,15268,4972,-3984,2019-11-02 17:02:59.740714,jimmy
-745,-140,303,15288,5024,-3792,2019-11-02 17:02:59.766405,jimmy
-730,-145,320,15264,4968,-3980,2019-11-02 17:02:59.793504,jimmy
-746,-110,278,15260,4876,-3912,2019-11-02 17:02:59.821893,jimmy
-721,-103,317,15172,4880,-4300,2019-11-02 17:02:59.854544,jimmy
-737,-142,271,15180,4996,-3772,2019-11-02 17:02:59.887887,jimmy
-750,-133,315,15196,4920,-3936,2019-11-02 17:02:59.916291,jimmy
-717,-111,317,15312,4656,-3900,2019-11-02 17:02:59.944661,jimmy
-710,-81,333,15516,4968,-3916,2019-11-02 17:02:59.973063,jimmy
-716,-131,333,15320,4896,-3920,2019-11-02 17:03:00.000822,jimmy
-742,-119,307,15220,4952,-4000,2019-11-02 17:03:00.030092,jimmy
-737,-122,332,15232,4892,-3972,2019-11-02 17:03:00.058716,jimmy
-738,-118,295,15240,5080,-3976,2019-11-02 17:03:00.087528,jimmy
-749,-142,295,15116,5000,-3912,2019-11-02 17:03:00.115959,jimmy
-762,-148,271,15312,4956,-3916,2019-11-02 17:03:00.144272,jimmy
-754,-148,324,15316,4660,-3884,2019-11-02 17:03:00.173064,jimmy
-755,-129,321,15188,4944,-3892,2019-11-02 17:03:00.203141,jimmy
-782,-137,299,15280,4964,-3952,2019-11-02 17:03:00.231570,jimmy
-735,-144,317,15316,4740,-3952,2019-11-02 17:03:00.259979,jimmy
-723,-90,316,15220,4832,-3792,2019-11-02 17:03:00.288576,jimmy
-746,-155,312,15148,4968,-3920,2019-11-02 17:03:00.316915,jimmy
-748,-120,279,15220,5084,-4048,2019-11-02 17:03:00.345676,jimmy
-738,-130,334,15260,4752,-4008,2019-11-02 17:03:00.374024,jimmy
-727,-135,330,15228,4992,-3884,2019-11-02 17:03:00.402112,jimmy
-737,-146,314,15216,4884,-3956,2019-11-02 17:03:00.428821,jimmy
-752,-109,307,15272,5116,-4056,2019-11-02 17:03:00.455597,jimmy
-742,-139,311,15296,4964,-3896,2019-11-02 17:03:00.482984,jimmy
-731,-120,279,15140,4936,-3612,2019-11-02 17:03:00.511929,jimmy
-751,-131,299,14968,4920,-4068,2019-11-02 17:03:00.542837,jimmy
-727,-119,316,15344,5108,-4072,2019-11-02 17:03:00.573264,jimmy
-728,-110,301,15316,4864,-3764,2019-11-02 17:03:00.602607,jimmy
-738,-125,340,15552,4980,-3920,2019-11-02 17:03:00.631714,jimmy
-725,-119,273,15336,4660,-4068,2019-11-02 17:03:00.659798,jimmy
-744,-103,333,15268,4932,-3944,2019-11-02 17:03:00.687899,jimmy
-745,-98,336,15352,5012,-3948,2019-11-02 17:03:00.714333,jimmy
-748,-135,333,15336,4752,-3924,2019-11-02 17:03:00.740720,jimmy
-742,-157,324,15292,5020,-3984,2019-11-02 17:03:00.766819,jimmy
-715,-152,299,15104,5116,-4024,2019-11-02 17:03:00.793036,jimmy
-729,-110,326,15376,4908,-4052,2019-11-02 17:03:00.819245,jimmy
-732,-139,286,15260,4916,-3964,2019-11-02 17:03:00.845884,jimmy
-734,-138,323,15260,4864,-3876,2019-11-02 17:03:00.872073,jimmy
-725,-113,373,15284,5056,-3904,2019-11-02 17:03:00.899295,jimmy
-1023,-121,301,15172,4980,-3944,2019-11-02 17:03:00.925989,jimmy
-766,-125,322,15164,5080,-3912,2019-11-02 17:03:00.953223,jimmy
-745,-116,301,15380,4944,-4040,2019-11-02 17:03:00.979565,jimmy
-751,-126,333,15248,4988,-3948,2019-11-02 17:03:01.010858,jimmy
-762,-133,265,15260,4972,-4052,2019-11-02 17:03:01.037658,jimmy
-724,-121,328,15248,4672,-3952,2019-11-02 17:03:01.064178,jimmy
-732,-113,328,15268,4808,-4044,2019-11-02 17:03:01.090373,jimmy
-754,-117,344,15288,5052,-3996,2019-11-02 17:03:01.116879,jimmy
-728,-151,333,15200,4828,-3864,2019-11-02 17:03:01.143635,jimmy
-740,-121,320,15200,4944,-3632,2019-11-02 17:03:01.170998,jimmy
-745,-124,317,15328,4976,-3916,2019-11-02 17:03:01.198679,jimmy
-752,-141,280,15256,4952,-3960,2019-11-02 17:03:01.226888,jimmy
-742,-128,294,15160,4964,-3920,2019-11-02 17:03:01.255824,jimmy
-749,-119,305,15112,4888,-3784,2019-11-02 17:03:01.285134,jimmy
-702,-148,292,14972,5036,-3736,2019-11-02 17:03:01.314953,jimmy
-708,-116,313,15220,4832,-3916,2019-11-02 17:03:01.345287,jimmy
-773,-112,293,15164,4876,-4060,2019-11-02 17:03:01.375838,jimmy
-743,-147,293,15204,5068,-3880,2019-11-02 17:03:01.406323,jimmy
-728,-114,304,15248,4916,-4032,2019-11-02 17:03:01.436797,jimmy
-740,-126,290,15164,4792,-3680,2019-11-02 17:03:01.467298,jimmy
-742,-139,308,15280,4952,-3896,2019-11-02 17:03:01.497801,jimmy
-735,-141,268,15132,4740,-3944,2019-11-02 17:03:01.528355,jimmy
-742,-145,319,15288,4932,-3976,2019-11-02 17:03:01.558876,jimmy
-765,-112,284,15248,5016,-4244,2019-11-02 17:03:01.589661,jimmy
-730,-114,282,15172,5096,-3980,2019-11-02 17:03:01.620166,jimmy
-717,-116,317,15268,4808,-3880,2019-11-02 17:03:01.650680,jimmy
-742,-160,304,15300,4952,-3860,2019-11-02 17:03:01.681066,jimmy
-745,-104,312,15188,5024,-3792,2019-11-02 17:03:01.711525,jimmy
-736,-150,337,15208,4900,-3988,2019-11-02 17:03:01.742016,jimmy
-731,-135,306,15424,4908,-3856,2019-11-02 17:03:01.772555,jimmy
-758,-97,308,15220,4884,-4296,2019-11-02 17:03:01.803262,jimmy
-724,-143,306,15184,4796,-3920,2019-11-02 17:03:01.833919,jimmy
-737,-146,290,15264,4888,-3972,2019-11-02 17:03:01.864361,jimmy
-747,-124,301,15320,4984,-4036,2019-11-02 17:03:01.894851,jimmy
-751,-116,350,15468,4924,-3984,2019-11-02 17:03:01.925348,jimmy
-754,-128,308,15148,4888,-4028,2019-11-02 17:03:01.956059,jimmy
-730,-147,309,15276,4708,-4008,2019-11-02 17:03:01.986693,jimmy
-761,-120,311,15332,4848,-4076,2019-11-02 17:03:02.017414,jimmy
-725,-127,313,15340,4808,-4004,2019-11-02 17:03:02.048015,jimmy
-733,-128,273,15336,4968,-4012,2019-11-02 17:03:02.078687,jimmy
-743,-137,319,14856,4796,-4032,2019-11-02 17:03:02.109283,jimmy
-743,-157,279,15236,4916,-4008,2019-11-02 17:03:02.139794,jimmy
-732,-117,318,15288,4932,-3944,2019-11-02 17:03:02.170560,jimmy
-735,-122,325,15224,4952,-3916,2019-11-02 17:03:02.201143,jimmy
-715,-132,309,15216,4852,-4000,2019-11-02 17:03:02.231928,jimmy
-741,-116,302,15108,4916,-4032,2019-11-02 17:03:02.262488,jimmy
-728,-126,337,15300,4992,-3980,2019-11-02 17:03:02.293064,jimmy
-1002,-142,306,15308,4960,-3660,2019-11-02 17:03:02.323759,jimmy
-744,-121,357,15308,4972,-3968,2019-11-02 17:03:02.354427,jimmy
-734,-122,292,15244,5104,-4088,2019-11-02 17:03:02.385079,jimmy
-717,-118,328,15244,4712,-4060,2019-11-02 17:03:02.415752,jimmy
-760,-112,343,15248,4976,-3892,2019-11-02 17:03:02.446475,jimmy
-749,-132,335,15172,4672,-3976,2019-11-02 17:03:02.477319,jimmy
-753,-138,271,15320,4948,-3988,2019-11-02 17:03:02.507848,jimmy
-713,-122,340,15308,4876,-4072,2019-11-02 17:03:02.539965,jimmy
-745,-132,356,15316,4964,-3944,2019-11-02 17:03:02.571134,jimmy
-735,-107,337,15392,5092,-3960,2019-11-02 17:03:02.599630,jimmy
-764,-142,258,15268,5048,-3892,2019-11-02 17:03:02.628138,jimmy
-717,-119,323,15200,5000,-4000,2019-11-02 17:03:02.655586,jimmy
-730,-110,344,15180,4820,-3980,2019-11-02 17:03:02.682921,jimmy
-519,-133,295,15268,5020,-3944,2019-11-02 17:03:02.709930,jimmy
-723,-149,342,15204,4620,-3980,2019-11-02 17:03:02.736500,jimmy
-745,-134,270,15400,4960,-3920,2019-11-02 17:03:02.763050,jimmy
-742,-141,352,15388,4972,-3912,2019-11-02 17:03:02.789648,jimmy
-708,-116,315,15364,4832,-3960,2019-11-02 17:03:02.817447,jimmy
-1024,-128,309,15260,5024,-3776,2019-11-02 17:03:02.847816,jimmy
-753,-108,298,15240,4828,-3884,2019-11-02 17:03:02.879973,jimmy
-745,-142,295,15260,4936,-3920,2019-11-02 17:03:02.912724,jimmy
-767,-127,278,15244,4956,-4080,2019-11-02 17:03:02.939699,jimmy
-745,-139,272,15128,5020,-4096,2019-11-02 17:03:02.966753,jimmy
-728,-145,283,15220,4908,-3980,2019-11-02 17:03:02.993293,jimmy
-738,-137,300,15268,4900,-3952,2019-11-02 17:03:03.019876,jimmy
-753,-113,326,15232,4976,-3868,2019-11-02 17:03:03.046415,jimmy
-728,-98,315,15284,4804,-3944,2019-11-02 17:03:03.073157,jimmy
-749,-129,320,15312,5076,-4040,2019-11-02 17:03:03.099607,jimmy
-725,-147,266,15308,4916,-3872,2019-11-02 17:03:03.126245,jimmy
-727,-151,300,15484,4952,-3856,2019-11-02 17:03:03.152719,jimmy
-736,-109,325,15132,4892,-4276,2019-11-02 17:03:03.179180,jimmy
-729,-129,286,15288,4864,-3912,2019-11-02 17:03:03.205674,jimmy
-730,-125,298,15364,4988,-4084,2019-11-02 17:03:03.232375,jimmy
-734,-131,303,15320,4988,-3900,2019-11-02 17:03:03.258932,jimmy
-745,-147,322,15184,4916,-3988,2019-11-02 17:03:03.285823,jimmy
-730,-105,334,15144,4868,-3964,2019-11-02 17:03:03.312198,jimmy
-753,-113,316,15260,4928,-3908,2019-11-02 17:03:03.338790,jimmy
-728,-138,304,15292,4896,-4072,2019-11-02 17:03:03.365275,jimmy
-733,-162,272,15132,4888,-4000,2019-11-02 17:03:03.391626,jimmy
-759,-136,284,15612,4876,-4028,2019-11-02 17:03:03.418118,jimmy
-739,-134,338,15256,4792,-4016,2019-11-02 17:03:03.444474,jimmy
-757,-143,338,15260,4980,-3944,2019-11-02 17:03:03.471107,jimmy
-743,-109,312,15260,5012,-3900,2019-11-02 17:03:03.497729,jimmy
X,Y,Z,Xr,Yr,Zr,DateTime,ID
-724,-123,278,15164,4940,-4056,2019-11-02 17:03:00.510991,jimmy
-743,-152,4,15172,4832,-3932,2019-11-02 17:03:00.541856,jimmy
-731,-111,322,15424,4908,-3920,2019-11-02 17:03:00.571430,jimmy
-751,-142,316,15596,4668,-4092,2019-11-02 17:03:00.600026,jimmy
-756,-128,334,15244,4824,-3928,2019-11-02 17:03:00.628251,jimmy
-743,-153,287,15120,4876,-4000,2019-11-02 17:03:00.656212,jimmy
-753,-138,344,15312,4956,-4000,2019-11-02 17:03:00.683080,jimmy
-741,-117,337,15092,5040,-4040,2019-11-02 17:03:00.708437,jimmy
-736,-104,282,15200,4884,-4284,2019-11-02 17:03:00.733838,jimmy
-758,-149,310,15264,4800,-3876,2019-11-02 17:03:00.759388,jimmy
-757,-153,289,15260,5164,-3900,2019-11-02 17:03:00.784978,jimmy
-707,-136,339,15236,4956,-3948,2019-11-02 17:03:00.810572,jimmy
-693,-115,304,15212,4748,-3888,2019-11-02 17:03:00.836250,jimmy
-1023,-118,311,15304,5024,-3920,2019-11-02 17:03:00.862224,jimmy
-752,-176,328,15376,5032,-4004,2019-11-02 17:03:00.887870,jimmy
-753,-86,380,15180,4804,-3868,2019-11-02 17:03:00.913380,jimmy
-717,-93,333,15272,4856,-3976,2019-11-02 17:03:00.938794,jimmy
-745,-152,317,15336,4828,-3992,2019-11-02 17:03:00.964400,jimmy
-731,-92,325,15276,5000,-4040,2019-11-02 17:03:00.990042,jimmy
-736,-136,299,15308,4864,-4032,2019-11-02 17:03:01.018916,jimmy
-755,-149,285,15316,4940,-4076,2019-11-02 17:03:01.044289,jimmy
-749,-133,316,15544,4984,-3904,2019-11-02 17:03:01.069972,jimmy
-746,-114,290,15136,4772,-3904,2019-11-02 17:03:01.095656,jimmy
-700,-127,331,15244,4920,-3884,2019-11-02 17:03:01.121640,jimmy
-749,-137,311,15268,4932,-4040,2019-11-02 17:03:01.147647,jimmy
-721,-137,319,15328,5108,-3876,2019-11-02 17:03:01.174494,jimmy
-736,-96,318,15552,4860,-4032,2019-11-02 17:03:01.201865,jimmy
-757,-121,274,15320,4936,-3872,2019-11-02 17:03:01.229412,jimmy
-751,-139,308,15292,4884,-3664,2019-11-02 17:03:01.257980,jimmy
-742,-106,269,15356,5104,-3800,2019-11-02 17:03:01.286585,jimmy
-676,-155,317,15012,4608,-3736,2019-11-02 17:03:01.315768,jimmy
-709,-136,305,15220,4816,-3968,2019-11-02 17:03:01.344907,jimmy
-772,-116,289,15212,5000,-4060,2019-11-02 17:03:01.375439,jimmy
-746,-143,300,15300,5068,-3880,2019-11-02 17:03:01.405899,jimmy
-727,-112,305,15248,4916,-4048,2019-11-02 17:03:01.436487,jimmy
-741,-135,296,15164,4860,-4044,2019-11-02 17:03:01.466928,jimmy
-751,-128,311,15184,5008,-3896,2019-11-02 17:03:01.497403,jimmy
-733,-135,268,15200,4740,-3944,2019-11-02 17:03:01.527958,jimmy
-741,-148,314,15288,4932,-3888,2019-11-02 17:03:01.558377,jimmy
-763,-108,287,15248,5016,-4192,2019-11-02 17:03:01.589295,jimmy
-737,-114,296,15172,4996,-4012,2019-11-02 17:03:01.619758,jimmy
-708,-121,319,15200,5072,-3880,2019-11-02 17:03:01.650327,jimmy
-735,-148,308,15328,4952,-3860,2019-11-02 17:03:01.680751,jimmy
-744,-104,316,15188,5024,-4060,2019-11-02 17:03:01.711226,jimmy
-735,-142,334,15208,4688,-3988,2019-11-02 17:03:01.741701,jimmy
-742,-126,308,15424,4872,-3856,2019-11-02 17:03:01.772504,jimmy
-757,-93,304,15168,4884,-4296,2019-11-02 17:03:01.802969,jimmy
-723,-137,305,15276,4796,-3920,2019-11-02 17:03:01.833645,jimmy
-736,-145,296,15264,4888,-3764,2019-11-02 17:03:01.864081,jimmy
-747,-125,306,15320,5036,-3780,2019-11-02 17:03:01.894481,jimmy
-746,-122,359,15188,4924,-3984,2019-11-02 17:03:01.925122,jimmy
-760,-121,303,15292,4888,-4028,2019-11-02 17:03:01.955812,jimmy
-740,-153,300,15328,4708,-4008,2019-11-02 17:03:01.986543,jimmy
-758,-115,319,15248,4848,-4076,2019-11-02 17:03:02.017200,jimmy
-718,-127,323,15340,4808,-3948,2019-11-02 17:03:02.047816,jimmy
-740,-116,280,15336,4968,-4056,2019-11-02 17:03:02.078531,jimmy
-728,-136,314,14856,5072,-3604,2019-11-02 17:03:02.109013,jimmy
-752,-154,277,15236,4928,-4264,2019-11-02 17:03:02.139694,jimmy
-735,-118,315,15264,4932,-3944,2019-11-02 17:03:02.170338,jimmy
-734,-128,316,15196,4952,-3916,2019-11-02 17:03:02.200956,jimmy
-718,-119,326,15260,4852,-4000,2019-11-02 17:03:02.231743,jimmy
-747,-106,309,15268,4916,-4032,2019-11-02 17:03:02.262375,jimmy
-712,-120,342,15300,4992,-3912,2019-11-02 17:03:02.292936,jimmy
-1020,-141,301,15308,4960,-3800,2019-11-02 17:03:02.323692,jimmy
-739,-124,357,15308,4972,-3896,2019-11-02 17:03:02.354287,jimmy
-730,-121,301,15244,4924,-4028,2019-11-02 17:03:02.384961,jimmy
-712,-118,331,15244,4656,-4052,2019-11-02 17:03:02.415656,jimmy
-757,-106,339,15248,5048,-4148,2019-11-02 17:03:02.446384,jimmy
-749,-134,334,15172,5084,-3976,2019-11-02 17:03:02.477129,jimmy
-753,-142,281,15304,4980,-3988,2019-11-02 17:03:02.507768,jimmy
-716,-90,312,15156,5080,-3992,2019-11-02 17:03:02.538563,jimmy
-724,-134,296,15144,4832,-4076,2019-11-02 17:03:02.568084,jimmy
-730,-121,308,15232,5072,-4020,2019-11-02 17:03:02.596323,jimmy
-761,-116,283,15292,4752,-3876,2019-11-02 17:03:02.623981,jimmy
-717,-120,326,15376,4924,-3896,2019-11-02 17:03:02.651361,jimmy
-721,-131,347,15304,4944,-4032,2019-11-02 17:03:02.678297,jimmy
-515,-142,290,15340,5024,-4092,2019-11-02 17:03:02.704734,jimmy
-722,-121,325,15280,4932,-3908,2019-11-02 17:03:02.730686,jimmy
-764,-92,317,15344,4984,-4108,2019-11-02 17:03:02.756695,jimmy
-745,-107,290,14852,4920,-3960,2019-11-02 17:03:02.782922,jimmy
-711,-136,330,15192,4992,-3916,2019-11-02 17:03:02.809157,jimmy
-760,-112,296,15328,4832,-4260,2019-11-02 17:03:02.836939,jimmy
-709,-115,310,15188,4960,-3912,2019-11-02 17:03:02.868796,jimmy
-751,-123,314,15360,4848,-3996,2019-11-02 17:03:02.900311,jimmy
-722,-130,322,15152,4836,-3912,2019-11-02 17:03:02.929506,jimmy
-737,-81,298,15352,4968,-3792,2019-11-02 17:03:02.955721,jimmy
-700,-94,334,15104,4764,-3980,2019-11-02 17:03:02.981822,jimmy
-1024,-123,277,15192,4936,-4044,2019-11-02 17:03:03.008028,jimmy
-741,-121,316,15584,4824,-3956,2019-11-02 17:03:03.034188,jimmy
-738,-141,339,15220,4940,-3876,2019-11-02 17:03:03.060302,jimmy
-750,-153,297,15240,5000,-3844,2019-11-02 17:03:03.086400,jimmy
-715,-123,319,15228,4880,-3996,2019-11-02 17:03:03.112584,jimmy
-750,-127,302,15320,4896,-4124,2019-11-02 17:03:03.138959,jimmy
-749,-123,330,15268,4608,-3776,2019-11-02 17:03:03.165220,jimmy
-733,-157,321,15252,4956,-4016,2019-11-02 17:03:03.191299,jimmy
-760,-159,292,15232,4888,-4008,2019-11-02 17:03:03.217655,jimmy
-744,-150,306,15352,4936,-3964,2019-11-02 17:03:03.243886,jimmy
-732,-147,312,15308,4788,-4032,2019-11-02 17:03:03.276074,jimmy
-743,-122,330,15272,4972,-3944,2019-11-02 17:03:03.302359,jimmy
-763,-127,287,15260,4916,-3868,2019-11-02 17:03:03.328658,jimmy
-743,-134,305,15472,4696,-3856,2019-11-02 17:03:03.354912,jimmy
-741,-96,327,15220,4860,-3876,2019-11-02 17:03:03.381175,jimmy
-731,-150,277,15112,4624,-4084,2019-11-02 17:03:03.407458,jimmy
-736,-138,307,15296,5024,-3912,2019-11-02 17:03:03.433966,jimmy
-713,-149,329,15348,5092,-3960,2019-11-02 17:03:03.460219,jimmy
-733,-86,328,15128,4916,-4036,2019-11-02 17:03:03.486631,jimmy
-721,-126,316,15436,4960,-3932,2019-11-02 17:03:03.512951,jimmy
-759,-133,271,15256,4952,-4032,2019-11-02 17:03:03.539242,jimmy
-739,-120,312,15368,4612,-3964,2019-11-02 17:03:03.564233,jimmy
-738,-116,320,15328,4812,-3920,2019-11-02 17:03:03.588834,jimmy
-734,-133,282,15180,4964,-3908,2019-11-02 17:03:03.613613,jimmy
-736,-120,299,15356,4992,-3748,2019-11-02 17:03:03.642619,jimmy
-1022,-127,310,15112,4948,-4088,2019-11-02 17:03:03.672699,jimmy
-730,-113,349,15300,4924,-3892,2019-11-02 17:03:03.701840,jimmy
-741,-157,308,15452,4924,-4028,2019-11-02 17:03:03.731119,jimmy
-761,-138,277,15256,4620,-3652,2019-11-02 17:03:03.759445,jimmy
-747,-124,298,15344,4648,-3788,2019-11-02 17:03:03.787435,jimmy
-736,-83,367,15256,4992,-3896,2019-11-02 17:03:03.813653,jimmy
-759,-105,323,15216,4920,-4052,2019-11-02 17:03:03.839806,jimmy
-758,-144,317,15252,5364,-4036,2019-11-02 17:03:03.866028,jimmy
-732,-136,322,15292,4924,-3896,2019-11-02 17:03:03.892324,jimmy
-757,-144,311,15288,4620,-3996,2019-11-02 17:03:03.918712,jimmy
-732,-126,310,15248,4844,-3940,2019-11-02 17:03:03.944998,jimmy
-751,-126,299,15272,4868,-4000,2019-11-02 17:03:03.971229,jimmy
-765,-141,260,15248,5028,-3996,2019-11-02 17:03:03.998082,jimmy
-717,-133,302,15524,4908,-3868,2019-11-02 17:03:04.024646,jimmy
-754,-159,282,15308,4920,-3868,2019-11-02 17:03:04.051100,jimmy
-751,-104,341,15208,5048,-3680,2019-11-02 17:03:04.077517,jimmy
-713,-135,326,15320,5012,-4116,2019-11-02 17:03:04.103782,jimmy
-746,-106,290,15268,4952,-4020,2019-11-02 17:03:04.130265,jimmy
-515,-132,307,15132,5016,-3892,2019-11-02 17:03:04.156588,jimmy
-749,-142,296,15264,4884,-4020,2019-11-02 17:03:04.182885,jimmy
-726,-147,336,15300,4876,-4000,2019-11-02 17:03:04.209810,jimmy
-732,-131,299,15320,4668,-3896,2019-11-02 17:03:04.237806,jimmy
-711,-142,337,15280,4880,-3964,2019-11-02 17:03:04.266765,jimmy
-732,-123,322,15220,4940,-3972,2019-11-02 17:03:04.296632,jimmy
-733,-107,326,15276,4928,-4040,2019-11-02 17:03:04.327544,jimmy
-734,-145,282,15312,4928,-4064,2019-11-02 17:03:04.357813,jimmy
-727,-130,307,15244,5008,-4052,2019-11-02 17:03:04.388320,jimmy
-721,-107,290,15244,4628,-4016,2019-11-02 17:03:04.418580,jimmy
-726,-89,358,15224,4940,-3868,2019-11-02 17:03:04.448953,jimmy
-736,-116,337,15340,4636,-3996,2019-11-02 17:03:04.479329,jimmy
-732,-119,337,15288,5060,-3844,2019-11-02 17:03:04.509599,jimmy
-739,-134,330,15220,4820,-3900,2019-11-02 17:03:04.539941,jimmy
-748,-127,271,15128,4936,-3912,2019-11-02 17:03:04.570386,jimmy
-748,-134,317,15592,5016,-3948,2019-11-02 17:03:04.600719,jimmy
-748,-133,308,15268,4620,-3900,2019-11-02 17:03:04.631300,jimmy
-727,-98,330,15312,4876,-3928,2019-11-02 17:03:04.661646,jimmy
-735,-160,291,15336,4992,-3968,2019-11-02 17:03:04.692104,jimmy
-725,-118,326,15576,4908,-3932,2019-11-02 17:03:04.722523,jimmy
-730,-105,311,15280,5012,-4184,2019-11-02 17:03:04.752991,jimmy
-721,-114,333,15240,4660,-3992,2019-11-02 17:03:04.783439,jimmy
-755,-126,294,15288,4928,-3988,2019-11-02 17:03:04.813916,jimmy
-730,-118,334,15568,5116,-4000,2019-11-02 17:03:04.844352,jimmy
-738,-145,321,15140,5012,-4036,2019-11-02 17:03:04.874812,jimmy
-773,-132,290,15332,5256,-4244,2019-11-02 17:03:04.905507,jimmy
-760,-130,281,15272,4968,-3992,2019-11-02 17:03:04.936212,jimmy
-756,-128,287,15192,4992,-4080,2019-11-02 17:03:04.966672,jimmy
-759,-121,314,15272,4940,-3988,2019-11-02 17:03:04.997133,jimmy
-1015,-118,293,15388,5096,-3868,2019-11-02 17:03:05.027710,jimmy
-758,-155,328,15340,5000,-4048,2019-11-02 17:03:05.058237,jimmy
-757,-141,278,15264,4932,-3888,2019-11-02 17:03:05.088519,jimmy
-764,-118,306,15200,5052,-4136,2019-11-02 17:03:05.119022,jimmy
-740,-163,316,15264,4912,-3912,2019-11-02 17:03:05.149646,jimmy
-742,-126,309,15276,4904,-3628,2019-11-02 17:03:05.180166,jimmy
-745,-109,298,15364,4980,-3920,2019-11-02 17:03:05.210721,jimmy
-722,-123,296,15304,4876,-3896,2019-11-02 17:03:05.241135,jimmy
-514,-140,308,15256,5032,-3952,2019-11-02 17:03:05.271597,jimmy
-737,-123,314,15312,4876,-3988,2019-11-02 17:03:05.302071,jimmy
-513,-166,288,15280,5056,-3896,2019-11-02 17:03:05.332815,jimmy
-742,-114,305,15204,5000,-3600,2019-11-02 17:03:05.363327,jimmy
-713,-122,316,15184,5100,-4076,2019-11-02 17:03:05.393809,jimmy
-741,-119,336,15192,4932,-3988,2019-11-02 17:03:05.424414,jimmy
-733,-122,292,15276,4912,-3908,2019-11-02 17:03:05.455073,jimmy
-736,-117,301,15132,4964,-4052,2019-11-02 17:03:05.485612,jimmy
-755,-138,338,15284,4960,-3920,2019-11-02 17:03:05.516200,jimmy
-751,-98,335,15268,5000,-3948,2019-11-02 17:03:05.546790,jimmy
-743,-115,302,15280,4984,-3944,2019-11-02 17:03:05.578772,jimmy
-754,-135,312,15512,4908,-4188,2019-11-02 17:03:05.608636,jimmy
-739,-105,316,15228,5036,-3948,2019-11-02 17:03:05.639096,jimmy
-731,-126,312,15288,4880,-3800,2019-11-02 17:03:05.669789,jimmy
-741,-125,285,15276,5108,-3904,2019-11-02 17:03:05.700473,jimmy
-751,-127,328,15120,5040,-4084,2019-11-02 17:03:05.731422,jimmy
-737,-143,245,15244,5068,-3912,2019-11-02 17:03:05.762118,jimmy
-744,-116,290,15284,4832,-3864,2019-11-02 17:03:05.792856,jimmy
-743,-169,304,15316,4848,-3976,2019-11-02 17:03:05.823688,jimmy
-733,-95,340,15196,4916,-3900,2019-11-02 17:03:05.865240,jimmy
-731,-117,313,15252,4780,-3888,2019-11-02 17:03:05.900875,jimmy
-727,-137,344,15396,4920,-3672,2019-11-02 17:03:05.932083,jimmy
-762,-135,279,15328,4800,-3908,2019-11-02 17:03:05.960597,jimmy
-773,-148,295,15256,4976,-3636,2019-11-02 17:03:05.987700,jimmy
-745,-105,319,15156,4916,-3956,2019-11-02 17:03:06.015177,jimmy
-738,-128,317,15168,5056,-3932,2019-11-02 17:03:06.043189,jimmy
-708,-123,317,15220,4904,-3892,2019-11-02 17:03:06.071886,jimmy
-744,-138,312,15356,4864,-3900,2019-11-02 17:03:06.101044,jimmy
-758,-123,295,15116,4664,-4088,2019-11-02 17:03:06.130500,jimmy
-737,-138,281,15312,5028,-3604,2019-11-02 17:03:06.160398,jimmy
-718,-140,351,15300,4992,-3988,2019-11-02 17:03:06.190878,jimmy
-733,-117,330,15280,4932,-4080,2019-11-02 17:03:06.221759,jimmy
-737,-109,315,15292,4912,-4228,2019-11-02 17:03:06.252590,jimmy
-756,-151,317,15260,5032,-4052,2019-11-02 17:03:06.283412,jimmy
-710,-129,345,15108,4624,-3860,2019-11-02 17:03:06.314214,jimmy
