X,Y,Z,Xr,Yr,Zr,DateTime,ID
-760,-130,306,15480,4840,-4032,2019-11-02 16:53:42.597686,jimmy
-767,-134,296,15360,4844,-4160,2019-11-02 16:53:42.621676,jimmy
-750,-109,305,15300,4780,-4032,2019-11-02 16:53:42.645516,jimmy
-723,-106,303,15372,4644,-4020,2019-11-02 16:53:42.669350,jimmy
-724,-163,307,15340,4860,-4008,2019-11-02 16:53:42.693219,jimmy
-729,-109,321,15360,4828,-4012,2019-11-02 16:53:42.718062,jimmy
-731,-128,289,15308,5008,-3916,2019-11-02 16:53:42.742113,jimmy
-732,-132,315,15344,4824,-3992,2019-11-02 16:53:42.765982,jimmy
-751,-118,304,15332,4944,-4200,2019-11-02 16:53:42.790022,jimmy
-757,-129,288,15536,4884,-3972,2019-11-02 16:53:42.813920,jimmy
-737,-134,289,15308,4852,-3996,2019-11-02 16:53:42.837918,jimmy
-734,-135,309,15264,4724,-4160,2019-11-02 16:53:42.861835,jimmy
-732,-106,323,15284,4752,-4036,2019-11-02 16:53:42.885785,jimmy
-726,-137,300,15264,4748,-3988,2019-11-02 16:53:42.909706,jimmy
-729,-114,309,15208,4748,-3820,2019-11-02 16:53:42.933770,jimmy
-736,-138,296,15276,4856,-4068,2019-11-02 16:53:42.957747,jimmy
-723,-127,298,15260,4760,-4024,2019-11-02 16:53:42.981745,jimmy
-728,-128,301,15292,4836,-3828,2019-11-02 16:53:43.005641,jimmy
-728,-135,303,15288,4912,-4028,2019-11-02 16:53:43.029808,jimmy
-738,-120,283,15248,4788,-4012,2019-11-02 16:53:43.053680,jimmy
-739,-128,304,15196,4924,-4004,2019-11-02 16:53:43.077668,jimmy
-742,-113,316,15348,4828,-4096,2019-11-02 16:53:43.101608,jimmy
-737,-129,272,15224,4880,-3996,2019-11-02 16:53:43.125796,jimmy
-730,-109,315,15268,4848,-3920,2019-11-02 16:53:43.149747,jimmy
-735,-117,313,15304,4816,-4036,2019-11-02 16:53:43.173646,jimmy
-712,-130,287,15240,4828,-4144,2019-11-02 16:53:43.197635,jimmy
-736,-129,315,15248,4640,-4112,2019-11-02 16:53:43.221838,jimmy
-727,-152,303,15332,4828,-4196,2019-11-02 16:53:43.245763,jimmy
-761,-146,287,15284,4800,-4036,2019-11-02 16:53:43.269725,jimmy
-708,-115,299,15120,4848,-4048,2019-11-02 16:53:43.293597,jimmy
-725,-111,316,15400,4808,-3968,2019-11-02 16:53:43.317654,jimmy
-704,-102,323,15316,4876,-3924,2019-11-02 16:53:43.341611,jimmy
-749,-130,289,15300,4868,-3896,2019-11-02 16:53:43.365550,jimmy
-730,-143,288,15292,4864,-3956,2019-11-02 16:53:43.391569,jimmy
-722,-124,308,15268,4932,-4004,2019-11-02 16:53:43.417947,jimmy
-765,-142,277,15212,4892,-3888,2019-11-02 16:53:43.446744,jimmy
-720,-138,316,15168,4960,-4008,2019-11-02 16:53:43.471481,jimmy
-743,-130,296,15576,4736,-3924,2019-11-02 16:53:43.495516,jimmy
-750,-124,291,15428,4960,-3932,2019-11-02 16:53:43.519609,jimmy
-723,-120,317,15280,4876,-4024,2019-11-02 16:53:43.543723,jimmy
-741,-127,284,15276,4796,-4004,2019-11-02 16:53:43.567730,jimmy
-746,-110,322,15288,4876,-3988,2019-11-02 16:53:43.591705,jimmy
-738,-95,314,15340,4792,-3988,2019-11-02 16:53:43.615631,jimmy
-764,-125,273,15304,4848,-4092,2019-11-02 16:53:43.639685,jimmy
-745,-139,313,15128,4612,-4048,2019-11-02 16:53:43.663566,jimmy
-750,-130,322,15236,4732,-4028,2019-11-02 16:53:43.687596,jimmy
-727,-129,305,15232,4944,-3844,2019-11-02 16:53:43.711494,jimmy
-731,-118,310,15240,4616,-4012,2019-11-02 16:53:43.735606,jimmy
-747,-123,307,15320,4860,-3964,2019-11-02 16:53:43.759516,jimmy
-724,-100,316,15288,4884,-3988,2019-11-02 16:53:43.783484,jimmy
-728,-120,303,15452,4856,-4072,2019-11-02 16:53:43.807544,jimmy
-748,-136,293,15536,4992,-4008,2019-11-02 16:53:43.831724,jimmy
-714,-129,315,15384,4860,-3992,2019-11-02 16:53:43.855704,jimmy
-740,-140,287,15260,4752,-3952,2019-11-02 16:53:43.879657,jimmy
-769,-121,292,15284,4892,-4008,2019-11-02 16:53:43.903538,jimmy
-739,-118,313,15324,4788,-3948,2019-11-02 16:53:43.927693,jimmy
-740,-92,298,15312,4980,-4328,2019-11-02 16:53:43.951650,jimmy
-732,-124,304,15432,4952,-3888,2019-11-02 16:53:43.975648,jimmy
-738,-104,305,15412,4816,-3940,2019-11-02 16:53:44.000564,jimmy
-743,-114,283,15292,4848,-4084,2019-11-02 16:53:44.024789,jimmy
-743,-115,314,15348,4916,-3892,2019-11-02 16:53:44.048854,jimmy
-752,-134,282,15304,4808,-4020,2019-11-02 16:53:44.072906,jimmy
-753,-135,310,15552,4908,-3900,2019-11-02 16:53:44.097448,jimmy
-705,-124,301,15388,4808,-3900,2019-11-02 16:53:44.121688,jimmy
-743,-126,282,15356,4848,-4024,2019-11-02 16:53:44.145739,jimmy
-752,-141,307,15460,4888,-3912,2019-11-02 16:53:44.169786,jimmy
-744,-134,304,15260,4832,-4016,2019-11-02 16:53:44.193822,jimmy
-755,-109,318,15368,4788,-4068,2019-11-02 16:53:44.217853,jimmy
-745,-124,294,15244,4816,-3888,2019-11-02 16:53:44.241884,jimmy
-742,-125,304,15344,4760,-3980,2019-11-02 16:53:44.265932,jimmy
-738,-122,336,15308,4884,-3600,2019-11-02 16:53:44.289961,jimmy
-749,-145,318,15316,4880,-3900,2019-11-02 16:53:44.313919,jimmy
-738,-127,293,15316,4876,-3908,2019-11-02 16:53:44.337973,jimmy
-723,-133,330,15104,4772,-4060,2019-11-02 16:53:44.361952,jimmy
-733,-131,283,15128,4752,-3920,2019-11-02 16:53:44.385942,jimmy
-740,-139,297,15556,4860,-3888,2019-11-02 16:53:44.410070,jimmy
-728,-111,325,15244,4860,-3932,2019-11-02 16:53:44.434139,jimmy
-733,-121,304,15288,4888,-3908,2019-11-02 16:53:44.458238,jimmy
-737,-123,299,15296,4888,-3928,2019-11-02 16:53:44.482208,jimmy
-730,-120,324,15436,4916,-3964,2019-11-02 16:53:44.506334,jimmy
-724,-118,281,15364,4816,-3980,2019-11-02 16:53:44.530515,jimmy
-747,-140,300,15240,5068,-4268,2019-11-02 16:53:44.554456,jimmy
-747,-119,305,15328,4828,-4020,2019-11-02 16:53:44.578549,jimmy
-757,-129,293,15384,4820,-3884,2019-11-02 16:53:44.602525,jimmy
-744,-146,309,15140,4876,-3820,2019-11-02 16:53:44.626811,jimmy
-740,-107,319,15316,4736,-3612,2019-11-02 16:53:44.650821,jimmy
-752,-107,313,15232,4908,-4056,2019-11-02 16:53:44.675232,jimmy
-741,-139,321,15112,4864,-4072,2019-11-02 16:53:44.699319,jimmy
-724,-123,308,15344,4800,-4264,2019-11-02 16:53:44.723535,jimmy
-722,-154,297,15272,4944,-3988,2019-11-02 16:53:44.747642,jimmy
-737,-134,301,15232,4732,-3912,2019-11-02 16:53:44.771708,jimmy
-723,-145,296,15420,4912,-4148,2019-11-02 16:53:44.795830,jimmy
-726,-144,300,15244,5044,-4008,2019-11-02 16:53:44.820142,jimmy
-739,-114,299,15348,4848,-3920,2019-11-02 16:53:44.844117,jimmy
-731,-109,299,15316,4900,-3956,2019-11-02 16:53:44.868227,jimmy
-733,-101,313,15168,5068,-3984,2019-11-02 16:53:44.892447,jimmy
-745,-116,292,15488,4800,-3912,2019-11-02 16:53:44.916620,jimmy
-740,-107,296,15300,4836,-3904,2019-11-02 16:53:44.940816,jimmy
-720,-137,326,15332,4756,-4052,2019-11-02 16:53:44.965006,jimmy
-749,-132,280,15332,5004,-3936,2019-11-02 16:53:44.989109,jimmy
-736,-130,307,15312,4780,-4056,2019-11-02 16:53:45.013218,jimmy
-739,-137,294,15372,4796,-4104,2019-11-02 16:53:45.037472,jimmy
-726,-140,275,15364,4808,-3932,2019-11-02 16:53:45.061577,jimmy
-728,-117,304,15148,4824,-4048,2019-11-02 16:53:45.085652,jimmy
-736,-129,294,15332,4812,-3944,2019-11-02 16:53:45.109720,jimmy
-751,-100,314,15324,4832,-3988,2019-11-02 16:53:45.133809,jimmy
-745,-108,325,15392,4816,-3924,2019-11-02 16:53:45.157917,jimmy
-718,-108,305,15304,4852,-4152,2019-11-02 16:53:45.182000,jimmy
-718,-132,331,15296,5072,-3780,2019-11-02 16:53:45.206093,jimmy
-735,-118,277,15400,4896,-3956,2019-11-02 16:53:45.230314,jimmy
-716,-140,307,15320,4720,-4004,2019-11-02 16:53:45.254296,jimmy
-746,-117,328,15284,4788,-3976,2019-11-02 16:53:45.279466,jimmy
-730,-112,511,15300,4936,-4092,2019-11-02 16:53:45.303592,jimmy
-731,-123,305,15400,4812,-4056,2019-11-02 16:53:45.328085,jimmy
-753,-119,307,15576,4760,-4072,2019-11-02 16:53:45.352284,jimmy
-751,-133,281,15240,4920,-4100,2019-11-02 16:53:45.376552,jimmy
-710,-122,308,15400,4808,-4032,2019-11-02 16:53:45.400753,jimmy
-733,-95,300,15320,4828,-4036,2019-11-02 16:53:45.425222,jimmy
-749,-121,322,15256,4700,-3944,2019-11-02 16:53:45.449818,jimmy
-712,-123,318,15328,4704,-4072,2019-11-02 16:53:45.473978,jimmy
-751,-131,283,15316,4772,-3920,2019-11-02 16:53:45.498242,jimmy
-729,-133,329,15296,4820,-3912,2019-11-02 16:53:45.522591,jimmy
-765,-113,302,15392,4808,-4032,2019-11-02 16:53:45.546834,jimmy
-751,-146,299,15340,4892,-3900,2019-11-02 16:53:45.570963,jimmy
-735,-131,324,15276,4892,-3996,2019-11-02 16:53:45.595253,jimmy
-738,-131,284,15272,4780,-4092,2019-11-02 16:53:45.619467,jimmy
-747,-132,295,15164,4884,-4144,2019-11-02 16:53:45.643626,jimmy
-730,-100,302,15356,4732,-3848,2019-11-02 16:53:45.667860,jimmy
-731,-128,298,15256,4916,-3924,2019-11-02 16:53:45.692116,jimmy
-738,-111,315,15552,4856,-3920,2019-11-02 16:53:45.716364,jimmy
-738,-120,298,15288,4784,-3984,2019-11-02 16:53:45.740581,jimmy
-726,-120,322,15396,4808,-3960,2019-11-02 16:53:45.764684,jimmy
-763,-115,275,15260,4916,-3864,2019-11-02 16:53:45.877127,jimmy
-723,-110,304,15260,4876,-3936,2019-11-02 16:53:45.898302,jimmy
-732,-130,314,15304,4824,-3904,2019-11-02 16:53:45.921581,jimmy
-730,-137,302,15344,4784,-4036,2019-11-02 16:53:45.944411,jimmy
-725,-122,303,15292,4724,-4064,2019-11-02 16:53:45.967453,jimmy
-722,-114,320,15412,4868,-3952,2019-11-02 16:53:45.990678,jimmy
-723,-125,288,15272,4816,-3912,2019-11-02 16:53:46.013452,jimmy
-777,-132,308,15272,4912,-4132,2019-11-02 16:53:46.036639,jimmy
-744,-130,294,15288,4788,-3984,2019-11-02 16:53:46.059447,jimmy
-714,-122,306,15420,4916,-3864,2019-11-02 16:53:46.082271,jimmy
-725,-130,308,15404,4732,-3940,2019-11-02 16:53:46.105114,jimmy
-745,-140,298,15364,4832,-4072,2019-11-02 16:53:46.128343,jimmy
-724,-105,302,15352,4780,-3988,2019-11-02 16:53:46.151206,jimmy
-755,-149,280,15416,4964,-3916,2019-11-02 16:53:46.174013,jimmy
-738,-136,293,15252,5060,-3980,2019-11-02 16:53:46.198236,jimmy
-720,-131,324,15264,4752,-3952,2019-11-02 16:53:46.221586,jimmy
-732,-140,288,15428,4808,-3972,2019-11-02 16:53:46.244344,jimmy
-730,-101,299,15396,4856,-3936,2019-11-02 16:53:46.267321,jimmy
-714,-121,322,15272,4992,-4016,2019-11-02 16:53:46.290198,jimmy
-731,-127,295,15108,4840,-3984,2019-11-02 16:53:46.322791,jimmy
-729,-119,314,15260,4612,-4048,2019-11-02 16:53:46.368681,jimmy
-755,-118,305,15240,4864,-4012,2019-11-02 16:53:46.415236,jimmy
-740,-120,295,15296,4836,-4168,2019-11-02 16:53:46.439206,jimmy
-750,-127,272,15316,4860,-4072,2019-11-02 16:53:46.467008,jimmy
-727,-124,329,15240,4812,-3996,2019-11-02 16:53:46.491366,jimmy
-726,-133,307,15280,4800,-4096,2019-11-02 16:53:46.514452,jimmy
-739,-118,283,15360,4900,-3960,2019-11-02 16:53:46.537853,jimmy
-723,-124,293,15308,4848,-4004,2019-11-02 16:53:46.561087,jimmy
-739,-132,304,15588,4744,-4084,2019-11-02 16:53:46.584055,jimmy
-728,-120,313,15320,5092,-4032,2019-11-02 16:53:46.607247,jimmy
-721,-117,299,15188,4872,-3956,2019-11-02 16:53:46.630560,jimmy
-746,-111,282,15252,4860,-4136,2019-11-02 16:53:46.654549,jimmy
-728,-115,326,15272,4932,-3996,2019-11-02 16:53:46.677958,jimmy
-733,-142,288,15280,4780,-4040,2019-11-02 16:53:46.701140,jimmy
-757,-135,271,15356,4892,-4068,2019-11-02 16:53:46.724467,jimmy
-725,-100,322,15308,4772,-3956,2019-11-02 16:53:46.747715,jimmy
-761,-140,299,15372,4796,-3992,2019-11-02 16:53:46.771007,jimmy
-738,-134,287,15204,5064,-3992,2019-11-02 16:53:46.794159,jimmy
-743,-115,316,15396,4824,-3912,2019-11-02 16:53:46.817429,jimmy
-737,-122,293,15124,4788,-4024,2019-11-02 16:53:46.840710,jimmy
-732,-121,300,15268,4780,-3892,2019-11-02 16:53:46.863832,jimmy
-736,-134,300,15328,4864,-3848,2019-11-02 16:53:46.887241,jimmy
-760,-105,273,15128,4812,-3932,2019-11-02 16:53:46.910422,jimmy
-741,-111,328,15208,4816,-3896,2019-11-02 16:53:46.933676,jimmy
-741,-108,309,15244,4752,-3872,2019-11-02 16:53:46.956912,jimmy
-746,-128,279,15300,5100,-4000,2019-11-02 16:53:46.980180,jimmy
-734,-120,297,15356,4816,-4084,2019-11-02 16:53:47.003369,jimmy
-729,-126,284,15160,5084,-4048,2019-11-02 16:53:47.026862,jimmy
-747,-118,297,15300,4824,-3900,2019-11-02 16:53:47.050285,jimmy
-724,-138,322,15304,4836,-3840,2019-11-02 16:53:47.073470,jimmy
-735,-117,304,15320,4660,-4084,2019-11-02 16:53:47.096673,jimmy
-730,-142,314,15336,4740,-4092,2019-11-02 16:53:47.120017,jimmy
-730,-112,289,15328,4844,-3920,2019-11-02 16:53:47.143245,jimmy
-732,-113,289,15248,4868,-3900,2019-11-02 16:53:47.166534,jimmy
-734,-118,305,15316,4892,-4052,2019-11-02 16:53:47.189770,jimmy
-738,-139,276,15320,4824,-4080,2019-11-02 16:53:47.213050,jimmy
-749,-144,299,15368,4852,-4032,2019-11-02 16:53:47.236621,jimmy
-722,-120,330,15396,4748,-4004,2019-11-02 16:53:47.259902,jimmy
-751,-117,286,15364,4816,-4012,2019-11-02 16:53:47.283207,jimmy
-737,-130,309,15268,4868,-3996,2019-11-02 16:53:47.306601,jimmy
-746,-133,328,15392,4756,-4052,2019-11-02 16:53:47.330060,jimmy
-725,-143,290,15356,4996,-3980,2019-11-02 16:53:47.353267,jimmy
-732,-121,311,15272,4856,-3692,2019-11-02 16:53:47.376596,jimmy
-757,-116,302,15340,4724,-3976,2019-11-02 16:53:47.400008,jimmy
-756,-137,275,15264,4872,-4084,2019-11-02 16:53:47.423470,jimmy
-756,-137,292,15280,4836,-3988,2019-11-02 16:53:47.446766,jimmy
-733,-137,289,15300,4828,-3948,2019-11-02 16:53:47.470127,jimmy
-727,-117,310,15320,4876,-4084,2019-11-02 16:53:47.493369,jimmy
-732,-113,303,15320,4800,-3848,2019-11-02 16:53:47.516771,jimmy
-738,-120,310,15300,4760,-4096,2019-11-02 16:53:47.540268,jimmy
-731,-146,319,15264,5060,-4060,2019-11-02 16:53:47.563549,jimmy
-732,-119,313,15352,4800,-4004,2019-11-02 16:53:47.587033,jimmy
-739,-108,284,15204,4880,-4004,2019-11-02 16:53:47.610452,jimmy
-725,-116,322,15148,4888,-3980,2019-11-02 16:53:47.633909,jimmy
-736,-125,310,15252,4876,-4140,2019-11-02 16:53:47.657387,jimmy
-737,-140,280,15356,4720,-4044,2019-11-02 16:53:47.681020,jimmy
-741,-132,313,15564,4820,-4216,2019-11-02 16:53:47.704456,jimmy
-709,-118,288,15300,4816,-4004,2019-11-02 16:53:47.728136,jimmy
-739,-121,276,15324,5056,-4084,2019-11-02 16:53:47.751610,jimmy
-742,-117,326,15404,4816,-4072,2019-11-02 16:53:47.775221,jimmy
-746,-141,292,15336,4748,-3892,2019-11-02 16:53:47.798656,jimmy
-736,-122,301,15380,5092,-4012,2019-11-02 16:53:47.822313,jimmy
-734,-146,311,15128,4800,-3860,2019-11-02 16:53:47.845779,jimmy
-720,-112,300,15312,4820,-4208,2019-11-02 16:53:47.869273,jimmy
-738,-121,299,15396,5116,-3936,2019-11-02 16:53:47.893643,jimmy
-736,-109,316,15376,4852,-3980,2019-11-02 16:53:47.917279,jimmy
-750,-107,296,15316,4872,-4056,2019-11-02 16:53:47.941037,jimmy
-739,-112,293,15292,4764,-3612,2019-11-02 16:53:47.964575,jimmy
-716,-123,296,15444,4832,-4088,2019-11-02 16:53:47.988273,jimmy
-737,-116,308,15604,4932,-4008,2019-11-02 16:53:48.011960,jimmy
-734,-114,322,15272,4692,-3924,2019-11-02 16:53:48.035754,jimmy
-752,-118,310,15360,4872,-3892,2019-11-02 16:53:48.059328,jimmy
-734,-135,301,15268,5088,-4028,2019-11-02 16:53:48.082850,jimmy
-749,-122,314,15272,4832,-4092,2019-11-02 16:53:48.106403,jimmy
-742,-122,280,15296,4896,-4040,2019-11-02 16:53:48.130120,jimmy
-745,-136,312,15288,4768,-3980,2019-11-02 16:53:48.153568,jimmy
-716,-132,324,15592,4812,-3980,2019-11-02 16:53:48.177226,jimmy
-732,-103,300,15276,4840,-3940,2019-11-02 16:53:48.200772,jimmy
-751,-113,306,15316,4932,-3916,2019-11-02 16:53:48.224480,jimmy
-737,-127,284,15280,4788,-3952,2019-11-02 16:53:48.248110,jimmy
-758,-136,293,15120,4828,-3952,2019-11-02 16:53:48.271680,jimmy
-727,-114,326,15360,4844,-4092,2019-11-02 16:53:48.295263,jimmy
-733,-138,284,15284,4940,-4052,2019-11-02 16:53:48.318903,jimmy
-720,-109,309,15356,4932,-4012,2019-11-02 16:53:48.342513,jimmy
-730,-119,345,15116,4908,-3876,2019-11-02 16:53:48.366234,jimmy
-744,-129,307,15316,4856,-4096,2019-11-02 16:53:48.389838,jimmy
-733,-126,313,15196,4832,-3972,2019-11-02 16:53:48.413391,jimmy
-747,-146,290,15312,4800,-4048,2019-11-02 16:53:48.437072,jimmy
-730,-135,286,15336,4780,-4020,2019-11-02 16:53:48.460675,jimmy
-736,-102,321,15320,4820,-3992,2019-11-02 16:53:48.484183,jimmy
-751,-124,298,15304,4700,-3948,2019-11-02 16:53:48.507816,jimmy
-734,-116,321,15256,4616,-4104,2019-11-02 16:53:48.531652,jimmy
-731,-133,285,15268,4816,-4072,2019-11-02 16:53:48.555308,jimmy
-750,-117,277,15324,4936,-3944,2019-11-02 16:53:48.578955,jimmy
-735,-119,319,15340,4896,-4284,2019-11-02 16:53:48.602685,jimmy
-749,-130,276,15312,4768,-3968,2019-11-02 16:53:48.626538,jimmy
-738,-121,311,15304,4772,-3876,2019-11-02 16:53:48.650233,jimmy
-733,-121,323,15376,4752,-4016,2019-11-02 16:53:48.673835,jimmy
-743,-123,261,15336,4792,-3968,2019-11-02 16:53:48.697646,jimmy
-735,-115,307,15580,4708,-4048,2019-11-02 16:53:48.721557,jimmy
-721,-132,319,15332,4836,-3788,2019-11-02 16:53:48.745220,jimmy
-733,-142,266,15380,4888,-4068,2019-11-02 16:53:48.768962,jimmy
-722,-110,311,15376,4916,-4064,2019-11-02 16:53:48.792658,jimmy
-723,-125,289,15260,4624,-4060,2019-11-02 16:53:48.816415,jimmy
-741,-101,302,15404,5100,-3856,2019-11-02 16:53:48.840216,jimmy
-732,-113,312,15252,4780,-3968,2019-11-02 16:53:48.863835,jimmy
-735,-117,313,15584,4800,-3924,2019-11-02 16:53:48.887642,jimmy
-733,-124,305,15396,4792,-3952,2019-11-02 16:53:48.911340,jimmy
-734,-105,301,15352,4776,-4012,2019-11-02 16:53:48.935233,jimmy
-750,-133,293,15248,4892,-3996,2019-11-02 16:53:48.958920,jimmy
-750,-118,300,15356,4868,-4004,2019-11-02 16:53:48.982674,jimmy
-732,-113,286,15336,4768,-4000,2019-11-02 16:53:49.006431,jimmy
-741,-123,302,15396,4920,-3976,2019-11-02 16:53:49.030394,jimmy
-718,-139,303,15340,4864,-4064,2019-11-02 16:53:49.054153,jimmy
-747,-137,285,15244,4628,-3996,2019-11-02 16:53:49.077880,jimmy
-742,-95,310,15316,4824,-4000,2019-11-02 16:53:49.101767,jimmy
-741,-121,320,15388,4796,-4348,2019-11-02 16:53:49.125721,jimmy
-746,-128,280,15548,4820,-3896,2019-11-02 16:53:49.150502,jimmy
-728,-108,340,15588,4848,-3992,2019-11-02 16:53:49.174263,jimmy
-729,-120,306,15348,4824,-4000,2019-11-02 16:53:49.198198,jimmy
-736,-139,296,15336,5080,-4032,2019-11-02 16:53:49.222291,jimmy
-742,-132,308,15320,4856,-3932,2019-11-02 16:53:49.246367,jimmy
-740,-132,317,15248,4900,-3936,2019-11-02 16:53:49.270271,jimmy
-760,-122,278,15308,4776,-3996,2019-11-02 16:53:49.294130,jimmy
-718,-123,310,15332,4752,-4020,2019-11-02 16:53:49.318093,jimmy
-739,-115,305,15336,4876,-3904,2019-11-02 16:53:49.342032,jimmy
-736,-117,316,15332,4800,-3964,2019-11-02 16:53:49.365966,jimmy
-735,-134,308,15224,4828,-4072,2019-11-02 16:53:49.389855,jimmy
-763,-145,286,15368,4880,-3964,2019-11-02 16:53:49.413652,jimmy
-735,-122,303,15276,4664,-3868,2019-11-02 16:53:49.439456,jimmy
-743,-109,280,15404,4820,-4048,2019-11-02 16:53:49.467706,jimmy
-724,-138,303,15248,4900,-4028,2019-11-02 16:53:49.496009,jimmy
-738,-118,279,15284,4900,-3980,2019-11-02 16:53:49.520286,jimmy
-752,-112,267,15592,4848,-4076,2019-11-02 16:53:49.544453,jimmy
-716,-92,334,15564,4672,-4044,2019-11-02 16:53:49.568440,jimmy
-741,-115,300,15272,4800,-3924,2019-11-02 16:53:49.592393,jimmy
-730,-118,308,15392,4872,-4048,2019-11-02 16:53:49.616341,jimmy
-732,-114,323,15328,4724,-3972,2019-11-02 16:53:49.640317,jimmy
-757,-135,271,15248,4656,-3912,2019-11-02 16:53:49.664142,jimmy
-758,-117,306,15292,4888,-3916,2019-11-02 16:53:49.688482,jimmy
-734,-124,303,15584,4748,-4064,2019-11-02 16:53:49.712410,jimmy
-743,-135,285,15328,4940,-4028,2019-11-02 16:53:49.736607,jimmy
-749,-118,323,15284,4676,-3956,2019-11-02 16:53:49.760471,jimmy
-730,-112,302,15572,4704,-3884,2019-11-02 16:53:49.784378,jimmy
-729,-112,298,15232,4828,-3900,2019-11-02 16:53:49.808413,jimmy
-717,-127,326,15344,4964,-3964,2019-11-02 16:53:49.832401,jimmy
-736,-106,306,15348,4684,-3832,2019-11-02 16:53:49.856389,jimmy
-761,-133,301,15244,4864,-4160,2019-11-02 16:53:49.880274,jimmy
-737,-143,301,15376,4928,-3856,2019-11-02 16:53:49.904194,jimmy
-741,-129,322,15352,4904,-4056,2019-11-02 16:53:49.928218,jimmy
-730,-133,284,15260,4804,-3912,2019-11-02 16:53:49.952210,jimmy
-753,-111,291,15328,4828,-3996,2019-11-02 16:53:49.976040,jimmy
-716,-130,322,15576,4856,-3968,2019-11-02 16:53:50.000001,jimmy
-723,-126,287,15516,4756,-3852,2019-11-02 16:53:50.024050,jimmy
-740,-136,293,15376,4780,-3988,2019-11-02 16:53:50.047999,jimmy
-744,-113,344,15264,4888,-3916,2019-11-02 16:53:50.072049,jimmy
-747,-134,290,15316,4768,-3912,2019-11-02 16:53:50.095991,jimmy
-759,-133,297,15292,4780,-3588,2019-11-02 16:53:50.120006,jimmy
-746,-106,331,15300,4884,-3932,2019-11-02 16:53:50.143913,jimmy
-737,-138,287,15296,4812,-4112,2019-11-02 16:53:50.167922,jimmy
-738,-110,304,15324,4876,-3880,2019-11-02 16:53:50.191896,jimmy
-735,-116,323,15244,4768,-4024,2019-11-02 16:53:50.216007,jimmy
-748,-132,295,15316,4616,-4000,2019-11-02 16:53:50.240068,jimmy
-747,-134,289,15292,4736,-4256,2019-11-02 16:53:50.263963,jimmy
-716,-115,302,15352,4932,-3984,2019-11-02 16:53:50.287970,jimmy
-746,-133,294,15304,4828,-3872,2019-11-02 16:53:50.311932,jimmy
-753,-119,322,15316,4628,-3868,2019-11-02 16:53:50.336007,jimmy
-732,-109,280,15332,4876,-3992,2019-11-02 16:53:50.359996,jimmy
-754,-118,318,15328,4820,-3916,2019-11-02 16:53:50.383842,jimmy
-726,-109,325,15332,4876,-3780,2019-11-02 16:53:50.407839,jimmy
-732,-112,298,15304,4948,-4040,2019-11-02 16:53:50.432910,jimmy
-760,-135,291,15156,4884,-3868,2019-11-02 16:53:50.457007,jimmy
-739,-122,308,15276,4712,-3896,2019-11-02 16:53:50.481097,jimmy
-747,-137,313,15308,4928,-3932,2019-11-02 16:53:50.505181,jimmy
-748,-121,289,15120,4812,-4048,2019-11-02 16:53:50.529352,jimmy
-730,-119,295,15132,4648,-3936,2019-11-02 16:53:50.553387,jimmy
-1019,-125,280,15168,4940,-4352,2019-11-02 16:53:50.577347,jimmy
-715,-97,325,15364,4716,-3988,2019-11-02 16:53:50.601422,jimmy
-729,-97,315,15216,4892,-3976,2019-11-02 16:53:50.625537,jimmy
-746,-135,288,15288,4764,-3868,2019-11-02 16:53:50.649532,jimmy
-725,-144,321,15232,4680,-3984,2019-11-02 16:53:50.673509,jimmy
-751,-114,305,15300,4892,-3944,2019-11-02 16:53:50.697554,jimmy
-735,-144,288,15340,5068,-3872,2019-11-02 16:53:50.721750,jimmy
-723,-117,317,15344,4628,-4020,2019-11-02 16:53:50.745663,jimmy
-743,-110,292,15312,4896,-4012,2019-11-02 16:53:50.769719,jimmy
-717,-116,309,15252,4776,-4052,2019-11-02 16:53:50.793653,jimmy
-732,-104,296,15260,4860,-3896,2019-11-02 16:53:50.818117,jimmy
-747,-130,282,15248,5012,-3988,2019-11-02 16:53:50.842151,jimmy
-751,-123,304,15420,4884,-3984,2019-11-02 16:53:50.866198,jimmy
-747,-129,292,15400,4880,-3984,2019-11-02 16:53:50.890148,jimmy
-711,-120,327,15264,4780,-4064,2019-11-02 16:53:50.914027,jimmy
-761,-127,296,15356,4884,-3924,2019-11-02 16:53:50.938211,jimmy
-730,-106,301,15284,4808,-3840,2019-11-02 16:53:50.962148,jimmy
-724,-144,296,15216,4736,-4152,2019-11-02 16:53:50.986181,jimmy
-736,-113,309,15360,4632,-4000,2019-11-02 16:53:51.010214,jimmy
-750,-118,347,15316,4872,-3988,2019-11-02 16:53:51.034323,jimmy
-746,-133,290,15316,4904,-3972,2019-11-02 16:53:51.058400,jimmy
-751,-134,280,15344,4900,-3924,2019-11-02 16:53:51.082362,jimmy
-725,-113,331,15116,4936,-3964,2019-11-02 16:53:51.106447,jimmy
-722,-125,310,15348,4724,-4040,2019-11-02 16:53:51.130638,jimmy
-734,-133,264,15272,4956,-3864,2019-11-02 16:53:51.154700,jimmy
-719,-138,342,15348,4732,-4016,2019-11-02 16:53:51.178677,jimmy
-746,-147,287,15560,4852,-3968,2019-11-02 16:53:51.202970,jimmy
-730,-139,311,15256,4860,-3976,2019-11-02 16:53:51.227354,jimmy
-714,-120,301,15336,4864,-3984,2019-11-02 16:53:51.251344,jimmy
-739,-131,304,15352,4844,-4052,2019-11-02 16:53:51.275416,jimmy
